"REF_DATE","GEO","DGUID","Projection scenario","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","35 to 39 years","Persons","249","thousands","3","v1411756862","1.14.2.44","1675.3","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1393.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1413.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1430.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1447.3","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1472.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1505.3","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","40 to 44 years","Persons","249","thousands","3","v1411757114","1.14.2.50","1548.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1257.0","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1276.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1302.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1327.5","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1359.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1391.0","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","45 to 49 years","Persons","249","thousands","3","v1411757366","1.14.2.56","1419.4","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1203.1","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1200.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1196.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1204.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1221.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1245.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v1411757618","1.14.2.62","1270.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1226.8","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1198.9","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1190.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1187.2","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1184.6","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1181.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v1411757870","1.14.2.68","1182.4","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1336.6","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1333.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1309.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1275.0","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1233.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1198.7","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v1411758122","1.14.2.74","1174.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1122.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1138.4","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1149.3","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1156.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1166.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1174.3","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v1411755855","1.14.3.20","1183.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1315.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1295.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1287.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1285.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1312.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1337.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v1411756107","1.14.3.26","1362.4","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1443.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1423.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1392.3","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1364.8","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1366.2","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1373.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v1411756359","1.14.3.32","1380.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1506.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1512.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1517.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1518.3","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1529.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1537.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v1411756611","1.14.3.38","1539.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1431.8","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1461.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1493.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1524.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1561.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1590.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v1411756863","1.14.3.44","1609.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1369.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1390.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1407.8","","","","1"
"2027","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1424.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1446.6","","","","1"
"2029","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1475.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario M6: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v1411757115","1.14.3.50","1513.6","","","","1"
